Pass 23,10984,13579,18907,20938,23017,23564,32048,39275,45162,49623,57493,59034,60584,63825,68425,74310,75491,78013,81456,81652,82317,91835,92684,94716,70126,55849,38014,69713,80015,21639,47120,96304,31342,84069,23450,98312,16490,44783,38562,56823,62197,45710,91265,70213,83497,61435,74162,38510,49012,23984,72308,15902,69273,59813,73196,34129,96502,41235,80124,27963,56347,97013,36284,48920,35829,24571,63491,51092,91620,37049,49175,62983,78520,47210,87349,28763,79513,62739,58102,46590,53124,34197,59310,78124,32845,93871,40512,51730,20931,67420,82359,36948,24186,59841,47031,28417,83591,63420,29375,81246,
Pass 24,10984,13579,18907,20938,23017,23564,32048,39275,45162,49623,57493,59034,60584,63825,68425,70126,74310,75491,78013,81456,81652,82317,91835,92684,94716,55849,38014,69713,80015,21639,47120,96304,31342,84069,23450,98312,16490,44783,38562,56823,62197,45710,91265,70213,83497,61435,74162,38510,49012,23984,72308,15902,69273,59813,73196,34129,96502,41235,80124,27963,56347,97013,36284,48920,35829,24571,63491,51092,91620,37049,49175,62983,78520,47210,87349,28763,79513,62739,58102,46590,53124,34197,59310,78124,32845,93871,40512,51730,20931,67420,82359,36948,24186,59841,47031,28417,83591,63420,29375,81246,
Pass 25,10984,13579,18907,20938,23017,23564,32048,39275,45162,49623,55849,57493,59034,60584,63825,68425,70126,74310,75491,78013,81456,81652,82317,91835,92684,94716,38014,69713,80015,21639,47120,96304,31342,84069,23450,98312,16490,44783,38562,56823,62197,45710,91265,70213,83497,61435,74162,38510,49012,23984,72308,15902,69273,59813,73196,34129,96502,41235,80124,27963,56347,97013,36284,48920,35829,24571,63491,51092,91620,37049,49175,62983,78520,47210,87349,28763,79513,62739,58102,46590,53124,34197,59310,78124,32845,93871,40512,51730,20931,67420,82359,36948,24186,59841,47031,28417,83591,63420,29375,81246,
Pass 26,10984,13579,18907,20938,23017,23564,32048,38014,39275,45162,49623,55849,57493,59034,60584,63825,68425,70126,74310,75491,78013,81456,81652,82317,91835,92684,94716,69713,80015,21639,47120,96304,31342,84069,23450,98312,16490,44783,38562,56823,62197,45710,91265,70213,83497,61435,74162,38510,49012,23984,72308,15902,69273,59813,73196,34129,96502,41235,80124,27963,56347,97013,36284,48920,35829,24571,63491,51092,91620,37049,49175,62983,78520,47210,87349,28763,79513,62739,58102,46590,53124,34197,59310,78124,32845,93871,40512,51730,20931,67420,82359,36948,24186,59841,47031,28417,83591,63420,29375,81246,
Pass 27,10984,13579,18907,20938,23017,23564,32048,38014,39275,45162,49623,55849,57493,59034,60584,63825,68425,69713,70126,74310,75491,78013,81456,81652,82317,91835,92684,94716,80015,21639,47120,96304,31342,84069,23450,98312,16490,44783,38562,56823,62197,45710,91265,70213,83497,61435,74162,38510,49012,23984,72308,15902,69273,59813,73196,34129,96502,41235,80124,27963,56347,97013,36284,48920,35829,24571,63491,51092,91620,37049,49175,62983,78520,47210,87349,28763,79513,62739,58102,46590,53124,34197,59310,78124,32845,93871,40512,51730,20931,67420,82359,36948,24186,59841,47031,28417,83591,63420,29375,81246,
Pass 28,10984,13579,18907,20938,23017,23564,32048,38014,39275,45162,49623,55849,57493,59034,60584,63825,68425,69713,70126,74310,75491,78013,80015,81456,81652,82317,91835,92684,94716,21639,47120,96304,31342,84069,23450,98312,16490,44783,38562,56823,62197,45710,91265,70213,83497,61435,74162,38510,49012,23984,72308,15902,69273,59813,73196,34129,96502,41235,80124,27963,56347,97013,36284,48920,35829,24571,63491,51092,91620,37049,49175,62983,78520,47210,87349,28763,79513,62739,58102,46590,53124,34197,59310,78124,32845,93871,40512,51730,20931,67420,82359,36948,24186,59841,47031,28417,83591,63420,29375,81246,
Pass 29,10984,13579,18907,20938,21639,23017,23564,32048,38014,39275,45162,49623,55849,57493,59034,60584,63825,68425,69713,70126,74310,75491,78013,80015,81456,81652,82317,91835,92684,94716,47120,96304,31342,84069,23450,98312,16490,44783,38562,56823,62197,45710,91265,70213,83497,61435,74162,38510,49012,23984,72308,15902,69273,59813,73196,34129,96502,41235,80124,27963,56347,97013,36284,48920,35829,24571,63491,51092,91620,37049,49175,62983,78520,47210,87349,28763,79513,62739,58102,46590,53124,34197,59310,78124,32845,93871,40512,51730,20931,67420,82359,36948,24186,59841,47031,28417,83591,63420,29375,81246,
Pass 30,10984,13579,18907,20938,21639,23017,23564,32048,38014,39275,45162,47120,49623,55849,57493,59034,60584,63825,68425,69713,70126,74310,75491,78013,80015,81456,81652,82317,91835,92684,94716,96304,31342,84069,23450,98312,16490,44783,38562,56823,62197,45710,91265,70213,83497,61435,74162,38510,49012,23984,72308,15902,69273,59813,73196,34129,96502,41235,80124,27963,56347,97013,36284,48920,35829,24571,63491,51092,91620,37049,49175,62983,78520,47210,87349,28763,79513,62739,58102,46590,53124,34197,59310,78124,32845,93871,40512,51730,20931,67420,82359,36948,24186,59841,47031,28417,83591,63420,29375,81246,
Pass 31,10984,13579,18907,20938,21639,23017,23564,32048,38014,39275,45162,47120,49623,55849,57493,59034,60584,63825,68425,69713,70126,74310,75491,78013,80015,81456,81652,82317,91835,92684,94716,96304,31342,84069,23450,98312,16490,44783,38562,56823,62197,45710,91265,70213,83497,61435,74162,38510,49012,23984,72308,15902,69273,59813,73196,34129,96502,41235,80124,27963,56347,97013,36284,48920,35829,24571,63491,51092,91620,37049,49175,62983,78520,47210,87349,28763,79513,62739,58102,46590,53124,34197,59310,78124,32845,93871,40512,51730,20931,67420,82359,36948,24186,59841,47031,28417,83591,63420,29375,81246,
Pass 32,10984,13579,18907,20938,21639,23017,23564,31342,32048,38014,39275,45162,47120,49623,55849,57493,59034,60584,63825,68425,69713,70126,74310,75491,78013,80015,81456,81652,82317,91835,92684,94716,96304,84069,23450,98312,16490,44783,38562,56823,62197,45710,91265,70213,83497,61435,74162,38510,49012,23984,72308,15902,69273,59813,73196,34129,96502,41235,80124,27963,56347,97013,36284,48920,35829,24571,63491,51092,91620,37049,49175,62983,78520,47210,87349,28763,79513,62739,58102,46590,53124,34197,59310,78124,32845,93871,40512,51730,20931,67420,82359,36948,24186,59841,47031,28417,83591,63420,29375,81246,
Pass 33,10984,13579,18907,20938,21639,23017,23564,31342,32048,38014,39275,45162,47120,49623,55849,57493,59034,60584,63825,68425,69713,70126,74310,75491,78013,80015,81456,81652,82317,84069,91835,92684,94716,96304,23450,98312,16490,44783,38562,56823,62197,45710,91265,70213,83497,61435,74162,38510,49012,23984,72308,15902,69273,59813,73196,34129,96502,41235,80124,27963,56347,97013,36284,48920,35829,24571,63491,51092,91620,37049,49175,62983,78520,47210,87349,28763,79513,62739,58102,46590,53124,34197,59310,78124,32845,93871,40512,51730,20931,67420,82359,36948,24186,59841,47031,28417,83591,63420,29375,81246,
Pass 34,10984,13579,18907,20938,21639,23017,23450,23564,31342,32048,38014,39275,45162,47120,49623,55849,57493,59034,60584,63825,68425,69713,70126,74310,75491,78013,80015,81456,81652,82317,84069,91835,92684,94716,96304,98312,16490,44783,38562,56823,62197,45710,91265,70213,83497,61435,74162,38510,49012,23984,72308,15902,69273,59813,73196,34129,96502,41235,80124,27963,56347,97013,36284,48920,35829,24571,63491,51092,91620,37049,49175,62983,78520,47210,87349,28763,79513,62739,58102,46590,53124,34197,59310,78124,32845,93871,40512,51730,20931,67420,82359,36948,24186,59841,47031,28417,83591,63420,29375,81246,
Pass 35,10984,13579,18907,20938,21639,23017,23450,23564,31342,32048,38014,39275,45162,47120,49623,55849,57493,59034,60584,63825,68425,69713,70126,74310,75491,78013,80015,81456,81652,82317,84069,91835,92684,94716,96304,98312,16490,44783,38562,56823,62197,45710,91265,70213,83497,61435,74162,38510,49012,23984,72308,15902,69273,59813,73196,34129,96502,41235,80124,27963,56347,97013,36284,48920,35829,24571,63491,51092,91620,37049,49175,62983,78520,47210,87349,28763,79513,62739,58102,46590,53124,34197,59310,78124,32845,93871,40512,51730,20931,67420,82359,36948,24186,59841,47031,28417,83591,63420,29375,81246,
Pass 36,10984,13579,16490,18907,20938,21639,23017,23450,23564,31342,32048,38014,39275,45162,47120,49623,55849,57493,59034,60584,63825,68425,69713,70126,74310,75491,78013,80015,81456,81652,82317,84069,91835,92684,94716,96304,98312,44783,38562,56823,62197,45710,91265,70213,83497,61435,74162,38510,49012,23984,72308,15902,69273,59813,73196,34129,96502,41235,80124,27963,56347,97013,36284,48920,35829,24571,63491,51092,91620,37049,49175,62983,78520,47210,87349,28763,79513,62739,58102,46590,53124,34197,59310,78124,32845,93871,40512,51730,20931,67420,82359,36948,24186,59841,47031,28417,83591,63420,29375,81246,
Pass 37,10984,13579,16490,18907,20938,21639,23017,23450,23564,31342,32048,38014,39275,44783,45162,47120,49623,55849,57493,59034,60584,63825,68425,69713,70126,74310,75491,78013,80015,81456,81652,82317,84069,91835,92684,94716,96304,98312,38562,56823,62197,45710,91265,70213,83497,61435,74162,38510,49012,23984,72308,15902,69273,59813,73196,34129,96502,41235,80124,27963,56347,97013,36284,48920,35829,24571,63491,51092,91620,37049,49175,62983,78520,47210,87349,28763,79513,62739,58102,46590,53124,34197,59310,78124,32845,93871,40512,51730,20931,67420,82359,36948,24186,59841,47031,28417,83591,63420,29375,81246,
Pass 38,10984,13579,16490,18907,20938,21639,23017,23450,23564,31342,32048,38014,38562,39275,44783,45162,47120,49623,55849,57493,59034,60584,63825,68425,69713,70126,74310,75491,78013,80015,81456,81652,82317,84069,91835,92684,94716,96304,98312,56823,62197,45710,91265,70213,83497,61435,74162,38510,49012,23984,72308,15902,69273,59813,73196,34129,96502,41235,80124,27963,56347,97013,36284,48920,35829,24571,63491,51092,91620,37049,49175,62983,78520,47210,87349,28763,79513,62739,58102,46590,53124,34197,59310,78124,32845,93871,40512,51730,20931,67420,82359,36948,24186,59841,47031,28417,83591,63420,29375,81246,
Pass 39,10984,13579,16490,18907,20938,21639,23017,23450,23564,31342,32048,38014,38562,39275,44783,45162,47120,49623,55849,56823,57493,59034,60584,63825,68425,69713,70126,74310,75491,78013,80015,81456,81652,82317,84069,91835,92684,94716,96304,98312,62197,45710,91265,70213,83497,61435,74162,38510,49012,23984,72308,15902,69273,59813,73196,34129,96502,41235,80124,27963,56347,97013,36284,48920,35829,24571,63491,51092,91620,37049,49175,62983,78520,47210,87349,28763,79513,62739,58102,46590,53124,34197,59310,78124,32845,93871,40512,51730,20931,67420,82359,36948,24186,59841,47031,28417,83591,63420,29375,81246,
Pass 40,10984,13579,16490,18907,20938,21639,23017,23450,23564,31342,32048,38014,38562,39275,44783,45162,47120,49623,55849,56823,57493,59034,60584,62197,63825,68425,69713,70126,74310,75491,78013,80015,81456,81652,82317,84069,91835,92684,94716,96304,98312,45710,91265,70213,83497,61435,74162,38510,49012,23984,72308,15902,69273,59813,73196,34129,96502,41235,80124,27963,56347,97013,36284,48920,35829,24571,63491,51092,91620,37049,49175,62983,78520,47210,87349,28763,79513,62739,58102,46590,53124,34197,59310,78124,32845,93871,40512,51730,20931,67420,82359,36948,24186,59841,47031,28417,83591,63420,29375,81246,
Pass 41,10984,13579,16490,18907,20938,21639,23017,23450,23564,31342,32048,38014,38562,39275,44783,45162,45710,47120,49623,55849,56823,57493,59034,60584,62197,63825,68425,69713,70126,74310,75491,78013,80015,81456,81652,82317,84069,91835,92684,94716,96304,98312,91265,70213,83497,61435,74162,38510,49012,23984,72308,15902,69273,59813,73196,34129,96502,41235,80124,27963,56347,97013,36284,48920,35829,24571,63491,51092,91620,37049,49175,62983,78520,47210,87349,28763,79513,62739,58102,46590,53124,34197,59310,78124,32845,93871,40512,51730,20931,67420,82359,36948,24186,59841,47031,28417,83591,63420,29375,81246,
Pass 42,10984,13579,16490,18907,20938,21639,23017,23450,23564,31342,32048,38014,38562,39275,44783,45162,45710,47120,49623,55849,56823,57493,59034,60584,62197,63825,68425,69713,70126,74310,75491,78013,80015,81456,81652,82317,84069,91265,91835,92684,94716,96304,98312,70213,83497,61435,74162,38510,49012,23984,72308,15902,69273,59813,73196,34129,96502,41235,80124,27963,56347,97013,36284,48920,35829,24571,63491,51092,91620,37049,49175,62983,78520,47210,87349,28763,79513,62739,58102,46590,53124,34197,59310,78124,32845,93871,40512,51730,20931,67420,82359,36948,24186,59841,47031,28417,83591,63420,29375,81246,
Pass 43,10984,13579,16490,18907,20938,21639,23017,23450,23564,31342,32048,38014,38562,39275,44783,45162,45710,47120,49623,55849,56823,57493,59034,60584,62197,63825,68425,69713,70126,70213,74310,75491,78013,80015,81456,81652,82317,84069,91265,91835,92684,94716,96304,98312,83497,61435,74162,38510,49012,23984,72308,15902,69273,59813,73196,34129,96502,41235,80124,27963,56347,97013,36284,48920,35829,24571,63491,51092,91620,37049,49175,62983,78520,47210,87349,28763,79513,62739,58102,46590,53124,34197,59310,78124,32845,93871,40512,51730,20931,67420,82359,36948,24186,59841,47031,28417,83591,63420,29375,81246,
Pass 44,10984,13579,16490,18907,20938,21639,23017,23450,23564,31342,32048,38014,38562,39275,44783,45162,45710,47120,49623,55849,56823,57493,59034,60584,62197,63825,68425,69713,70126,70213,74310,75491,78013,80015,81456,81652,82317,83497,84069,91265,91835,92684,94716,96304,98312,61435,74162,38510,49012,23984,72308,15902,69273,59813,73196,34129,96502,41235,80124,27963,56347,97013,36284,48920,35829,24571,63491,51092,91620,37049,49175,62983,78520,47210,87349,28763,79513,62739,58102,46590,53124,34197,59310,78124,32845,93871,40512,51730,20931,67420,82359,36948,24186,59841,47031,28417,83591,63420,29375,81246,
Pass 45,10984,13579,16490,18907,20938,21639,23017,23450,23564,31342,32048,38014,38562,39275,44783,45162,45710,47120,49623,55849,56823,57493,59034,60584,61435,62197,63825,68425,69713,70126,70213,74310,75491,78013,80015,81456,81652,82317,83497,84069,91265,91835,92684,94716,96304,98312,74162,38510,49012,23984,72308,15902,69273,59813,73196,34129,96502,41235,80124,27963,56347,97013,36284,48920,35829,24571,63491,51092,91620,37049,49175,62983,78520,47210,87349,28763,79513,62739,58102,46590,53124,34197,59310,78124,32845,93871,40512,51730,20931,67420,82359,36948,24186,59841,47031,28417,83591,63420,29375,81246,
Pass 46,10984,13579,16490,18907,20938,21639,23017,23450,23564,31342,32048,38014,38562,39275,44783,45162,45710,47120,49623,55849,56823,57493,59034,60584,61435,62197,63825,68425,69713,70126,70213,74162,74310,75491,78013,80015,81456,81652,82317,83497,84069,91265,91835,92684,94716,96304,98312,38510,49012,23984,72308,15902,69273,59813,73196,34129,96502,41235,80124,27963,56347,97013,36284,48920,35829,24571,63491,51092,91620,37049,49175,62983,78520,47210,87349,28763,79513,62739,58102,46590,53124,34197,59310,78124,32845,93871,40512,51730,20931,67420,82359,36948,24186,59841,47031,28417,83591,63420,29375,81246,
Pass 47,10984,13579,16490,18907,20938,21639,23017,23450,23564,31342,32048,38014,38510,38562,39275,44783,45162,45710,47120,49623,55849,56823,57493,59034,60584,61435,62197,63825,68425,69713,70126,70213,74162,74310,75491,78013,80015,81456,81652,82317,83497,84069,91265,91835,92684,94716,96304,98312,49012,23984,72308,15902,69273,59813,73196,34129,96502,41235,80124,27963,56347,97013,36284,48920,35829,24571,63491,51092,91620,37049,49175,62983,78520,47210,87349,28763,79513,62739,58102,46590,53124,34197,59310,78124,32845,93871,40512,51730,20931,67420,82359,36948,24186,59841,47031,28417,83591,63420,29375,81246,
Pass 48,10984,13579,16490,18907,20938,21639,23017,23450,23564,31342,32048,38014,38510,38562,39275,44783,45162,45710,47120,49012,49623,55849,56823,57493,59034,60584,61435,62197,63825,68425,69713,70126,70213,74162,74310,75491,78013,80015,81456,81652,82317,83497,84069,91265,91835,92684,94716,96304,98312,23984,72308,15902,69273,59813,73196,34129,96502,41235,80124,27963,56347,97013,36284,48920,35829,24571,63491,51092,91620,37049,49175,62983,78520,47210,87349,28763,79513,62739,58102,46590,53124,34197,59310,78124,32845,93871,40512,51730,20931,67420,82359,36948,24186,59841,47031,28417,83591,63420,29375,81246,
Pass 49,10984,13579,16490,18907,20938,21639,23017,23450,23564,23984,31342,32048,38014,38510,38562,39275,44783,45162,45710,47120,49012,49623,55849,56823,57493,59034,60584,61435,62197,63825,68425,69713,70126,70213,74162,74310,75491,78013,80015,81456,81652,82317,83497,84069,91265,91835,92684,94716,96304,98312,72308,15902,69273,59813,73196,34129,96502,41235,80124,27963,56347,97013,36284,48920,35829,24571,63491,51092,91620,37049,49175,62983,78520,47210,87349,28763,79513,62739,58102,46590,53124,34197,59310,78124,32845,93871,40512,51730,20931,67420,82359,36948,24186,59841,47031,28417,83591,63420,29375,81246,
Pass 50,10984,13579,16490,18907,20938,21639,23017,23450,23564,23984,31342,32048,38014,38510,38562,39275,44783,45162,45710,47120,49012,49623,55849,56823,57493,59034,60584,61435,62197,63825,68425,69713,70126,70213,72308,74162,74310,75491,78013,80015,81456,81652,82317,83497,84069,91265,91835,92684,94716,96304,98312,15902,69273,59813,73196,34129,96502,41235,80124,27963,56347,97013,36284,48920,35829,24571,63491,51092,91620,37049,49175,62983,78520,47210,87349,28763,79513,62739,58102,46590,53124,34197,59310,78124,32845,93871,40512,51730,20931,67420,82359,36948,24186,59841,47031,28417,83591,63420,29375,81246,
Pass 51,10984,13579,15902,16490,18907,20938,21639,23017,23450,23564,23984,31342,32048,38014,38510,38562,39275,44783,45162,45710,47120,49012,49623,55849,56823,57493,59034,60584,61435,62197,63825,68425,69713,70126,70213,72308,74162,74310,75491,78013,80015,81456,81652,82317,83497,84069,91265,91835,92684,94716,96304,98312,69273,59813,73196,34129,96502,41235,80124,27963,56347,97013,36284,48920,35829,24571,63491,51092,91620,37049,49175,62983,78520,47210,87349,28763,79513,62739,58102,46590,53124,34197,59310,78124,32845,93871,40512,51730,20931,67420,82359,36948,24186,59841,47031,28417,83591,63420,29375,81246,
